device_id,date,value_type_id,value
3,7,9,-9.847444647677886
7,0,3,-1.989859438870554
1,1,10,-26.877381521549566
10,10,0,30.078791060607305
0,10,7,-1.1741495494992658
9,1,8,-13.131420080554673
3,1,5,-9.86749151657796
4,7,8,-6.180275940221737
2,2,7,-15.037039941907828
5,6,9,-9.785232402346804
4,9,8,-2.110598468937284
0,4,10,-21.83786579945389
9,2,7,-8.037145591617715
8,3,8,-10.121724719013546
10,5,6,1.9985689753759146
3,10,2,17.393432154164064
5,0,0,4.901017640573103
10,9,4,15.849986835790826
10,9,7,6.73960021079666
10,2,4,1.9233557603238887
4,4,4,-0.32593708886888906
7,1,9,-18.033335405942488
6,6,9,-9.05440074201208
0,5,4,-1.854098555641263
5,2,3,0.10645413209586185
3,2,0,6.738903779440117
1,5,5,-3.928817913849148
5,9,8,-0.468860451173854
0,1,7,-18.74176883245972
2,3,0,7.969512387396876
8,7,8,-2.130195045805923
3,1,1,2.0669378047237443
6,4,2,8.145586804933087
10,8,6,7.828119555841172
9,3,5,0.4153065872399781
6,3,7,-9.07699058016825
6,9,10,-6.23704181546379
7,8,2,17.2861669748427
2,4,4,-2.3512643877292096
9,4,4,4.67534641954128
3,7,10,-12.736659244245281
9,3,4,2.9603159238312866
1,8,3,7.925975250561445
9,1,9,-15.63217163674143
6,7,2,14.320775903001094
5,6,5,1.879711415396629
6,5,2,10.12330729108702
5,0,1,1.872118779064241
7,9,5,10.065818341040087
0,2,8,-19.83200574769482
8,0,10,-22.01402135000612
6,9,0,24.05346805726949
8,5,4,5.516308413442873
1,3,6,-10.942818634338265
3,7,4,5.078691501785672
3,5,3,3.8865959619998365
1,3,6,-10.735422401065568
6,0,5,-8.709743547466843
5,3,1,8.225733571664895
2,4,5,-5.169743523942017
5,4,9,-13.567919142550892
0,4,1,5.1231322122254594
4,7,2,12.056326032193152
2,0,1,-0.8877894983944337
7,9,10,-5.2080137651303176
6,7,5,5.280123086450077
0,5,4,-1.8598505336329614
6,5,9,-10.859745929486241
5,7,3,9.716129530004073
8,5,8,-6.080347763297909
5,5,7,-5.634884935284136
8,6,9,-6.821754230090839
10,9,6,10.002298740014382
2,10,10,-8.133448458396726
6,9,0,23.996951275050485
10,2,2,8.256547136600581
6,7,6,1.7039424748488545
6,10,2,19.880241123395994
6,1,8,-16.345544721175127
10,9,8,4.000661280696231
0,4,2,2.347207726722057
9,4,5,1.8293779679004305
8,5,8,-6.021423942918121
3,8,7,-2.126192014011491
1,7,2,8.906537242632146
9,7,0,23.124705758869734
0,6,9,-15.053744611814215
5,3,2,5.136802461935404
2,8,1,14.96571790171523
8,10,0,27.864594911872686
3,8,4,6.856157034457698
9,8,5,10.082868310917345
5,4,2,7.037332102910446
10,7,0,24.14361961686461
6,7,6,1.8449127540158572
4,5,5,-1.1619917145091114
2,2,6,-12.041749298383463
9,6,5,6.326611553036361
1,9,4,7.315537593873541
9,3,6,-3.2765565257087053
1,3,0,6.929176119467624
1,3,0,7.089073438472029
1,2,6,-12.894150301851493
0,0,9,-27.023484352300486
7,0,5,-8.07810922319411
5,10,0,25.038259245169773
9,10,9,2.0585755972613518
0,8,2,10.26172293149547
3,4,6,-7.048706355206839
10,1,10,-17.872923306574044
5,0,1,1.9038216982976737
1,10,5,6.007483594743591
3,8,9,-8.220441457200284
2,1,0,3.892288523662402
4,6,10,-14.104671932388463
10,9,3,19.234415504163856
0,1,6,-16.24766141779017
8,5,3,9.414507629947797
6,10,0,25.94716326410388
8,5,3,8.769693641805201
5,9,3,13.996748265076869
8,4,1,12.894704767751694
3,9,9,-5.760687106048136
8,3,7,-7.005122248585391
1,4,8,-14.984912460360391
1,2,1,2.133912573901809
4,6,10,-13.992000361481159
1,4,1,5.986121077355968
7,0,8,-17.143647120862365
6,8,8,-2.052777867150267
1,10,10,-9.18726559728812
1,5,1,7.881564941831517
2,4,10,-20.00305043654576
5,5,3,6.153148859765687
7,3,3,4.149487983382595
6,7,2,13.866263936417084
8,3,5,-0.8921872095809641
10,9,3,19.091909825510847
5,0,2,-1.136796219918944
7,10,4,15.21615800113775
8,1,2,4.151938667477152
1,3,4,-5.1718274627067755
5,10,8,1.2033781391148448
9,6,9,-6.136302912864204
5,7,8,-4.7825732642192476
5,1,8,-17.34711012324692
3,5,0,12.713346731291727
1,3,10,-22.993524250373675
6,9,9,-3.2950619413240503
9,5,1,15.730715274163835
5,3,1,7.969504523526362
3,7,7,-3.9490056248851224
3,5,0,13.179545790127937
8,7,9,-5.233014235993635
5,2,7,-12.232470778398847
6,2,9,-17.02026460693154
8,10,10,-2.21603495789306
6,7,9,-6.883179710228078
10,7,8,0.017955379750729576
7,8,9,-4.216916243275882
3,5,6,-4.741985028677908
5,5,2,8.904712939603346
9,9,7,6.033128409462264
6,10,10,-4.191043688815949
2,8,3,8.94917795703074
3,0,5,-12.523098235019997
10,1,1,8.784756283490777
5,4,6,-5.024540304682916
8,0,6,-10.459602513830353
2,1,8,-20.130705579538326
6,1,8,-15.988697114925907
3,4,2,5.15407423567097
9,7,5,8.268691284038498
6,8,6,3.9289804446491474
10,0,9,-17.086453056132058
5,9,2,17.06473821419011
8,5,2,11.901945847116586
1,0,2,-5.120495297791496
0,10,9,-7.086247718249516
6,2,7,-10.820769071564525
3,1,1,1.925190671679501
4,7,6,-0.19627841145065594
2,6,7,-6.808662651603585
10,7,6,5.881006723042433
4,1,6,-11.825247586065284
8,3,6,-4.093960491361102
5,5,6,-2.9642271135801233
0,7,3,4.774353618760145
1,3,3,-2.004480169685234
9,8,1,22.552295498590624
7,9,6,6.7603053820364725
1,0,1,-1.518270034902867
6,5,9,-11.102752747999743
6,10,3,17.23213730540961
4,8,4,7.886812767711973
3,6,2,9.06431131796357
0,6,1,9.267115663071948
2,5,2,5.870488266018446
3,3,10,-20.952208920256673
10,6,8,-1.8897414716392678
8,8,8,-0.34582563828715807
4,7,2,12.102340774698687
5,3,9,-16.084283570377764
5,3,8,-12.886243711596624
7,0,5,-8.27507104162485
5,4,10,-17.006923467685063
7,8,7,2.127343383835622
2,6,2,7.763501157685843
7,6,7,-1.70220892831493
2,2,1,3.2697570988636766
10,6,7,0.8518029083613499
8,0,0,8.296940047605617
0,8,8,-7.9727023950663805
1,0,4,-10.98017987060462
3,0,6,-14.864050226366585
7,7,8,-2.97864572082812
1,4,0,9.170561771836043
9,8,4,13.283952969849711
6,1,8,-15.85596234567561
6,3,0,11.91141307522885
9,4,1,14.016365780893272
8,4,3,7.092563160607833
7,1,7,-11.99426903498633
1,4,7,-12.01689260161612
7,7,0,21.041087709064186
4,9,1,18.64314651256958
2,7,2,10.238001602335668
3,3,1,5.560427926940397
3,3,6,-9.055491761144363
1,6,9,-14.164405497418432
4,0,4,-7.6594701561484255
6,3,2,6.225608065872289
2,1,1,1.2111944665863317
4,0,9,-22.966691191326174
5,0,10,-25.192933785728886
10,4,3,9.00757473626161
2,2,6,-11.614171385286841
9,7,0,23.14106124273749
0,6,9,-14.843389059730793
3,0,6,-14.853123661819692
7,3,0,12.985727510311866
2,3,1,4.913620195944511
7,9,7,3.812480404157154
4,8,4,8.027692623716817
9,4,2,10.592406182496276
4,5,6,-3.7832867691047896
0,0,7,-20.942593588385456
0,3,10,-24.138843306229564
1,6,7,-8.129993165569138
4,9,7,1.171078110125965
5,5,1,11.882570432926823
10,3,6,-2.607101091839524
4,0,5,-11.082414964709338
0,1,0,2.008716781097008
6,4,8,-10.067394585582498
7,0,2,1.1474961905245062
10,5,2,14.031869232351351
9,5,2,13.422992896813994
0,6,1,9.06302841396506
0,10,2,13.71232612773763
4,8,9,-7.010534511482537
8,1,9,-17.072061547847387
0,6,0,11.84323035498534
8,10,8,3.9782011155003465
8,1,3,0.6631701192676356
5,3,10,-19.176746465030025
7,0,0,7.063073410916265
7,0,4,-5.284237498820766
10,7,9,-2.6801443023185842
7,5,1,13.934804713319545
0,4,10,-22.19761557504573
0,5,7,-10.728018342328792
7,0,5,-8.102201900065301
0,9,6,0.5126194370404314
0,7,2,8.217826406970069
10,5,5,4.826780060832713
1,10,2,14.880360211288354
0,10,4,7.893445162180332
8,10,10,-2.187628263165558
5,5,7,-5.513074927076967
8,10,4,16.55898146570415
1,7,3,5.771279001535319
3,2,2,1.010230583734215
3,7,10,-13.129507348512012
2,9,2,13.68553714440147
6,10,6,7.6716530002885
5,4,2,7.000079659503941
9,7,1,19.72477499019769
10,6,6,4.450707835754502
0,6,6,-6.1392432464770845
4,7,1,14.689470975584076
0,2,10,-26.2462374332763
3,2,7,-13.779786297899262
2,5,2,5.960079273655391
7,10,5,11.820188834864348
7,10,10,-2.82340066301563
3,6,9,-12.084949005309172
4,4,6,-5.91282034857015
2,0,3,-6.932440138428381
4,6,4,4.499617254833688
1,4,4,-3.031291349991913
10,10,3,21.026675414791548
9,9,4,14.711777299145053
6,7,3,10.574926600119731
7,5,9,-9.860158348511867
3,7,6,-0.8986789593347345
9,0,5,-6.069603644463249
6,2,5,-5.132937310087994
0,2,4,-8.05826313448271
0,5,7,-11.327477794976964
0,10,9,-7.378506951766997
1,7,8,-8.977291638650943
1,8,0,16.909688224380677
8,1,8,-14.40414609862238
5,5,3,5.779666310351532
5,1,4,-4.960556742931428
9,0,1,5.9938572997928565
7,2,2,4.741705455303496
10,10,8,5.987701264378113
5,7,4,7.215353037250804
4,10,7,3.027735789690047
1,5,2,4.5872795218093225
6,8,10,-7.839975341826982
3,8,5,3.6360396925230125
6,8,5,7.01738100566624
7,9,0,24.91092893454826
10,0,7,-10.90729281343581
0,3,4,-6.04351714391712
4,7,0,17.819719486571792
1,8,5,1.646227893897354
7,3,4,0.9561985227683079
7,2,5,-4.0301738267743685
6,9,8,0.1113289763406956
3,10,9,-4.08355080029564
8,1,10,-20.014330404215155
0,10,9,-6.994098122474153
3,7,4,5.146431718522092
4,9,8,-1.9217556479348932
4,2,1,4.775476250254454
0,9,1,14.879174748830163
0,2,7,-16.896615792735584
1,0,6,-16.62380387945459
1,4,5,-5.768312111958896
2,8,10,-12.18529108731702
8,2,9,-14.799740610765072
7,6,2,12.575213595699664
1,1,9,-23.954008275464982
3,10,2,17.15828033148621
0,7,7,-6.640918862925343
6,5,5,1.4795211519126203
10,6,5,7.251630225350515
9,7,8,-0.9070663294287594
7,4,10,-15.075913566867612
10,4,8,-6.206172042890559
0,0,7,-20.97701445982317
8,6,10,-10.065007262682446
5,9,2,16.75013873111993
9,3,10,-14.95380273909566
9,9,9,0.13607547690223348
8,4,7,-5.2616019797114895
3,8,0,18.72025695617322
4,2,1,4.767113409777229
6,5,2,9.93719496773952
6,3,1,9.241003833500358
7,5,10,-12.93364610557229
3,0,1,0.03520817359404912
0,10,6,2.0636507252134524
9,3,9,-12.316677032233526
7,8,8,-1.0265056163466284
7,2,2,4.987194541936353
1,9,0,19.02717350272424
10,10,0,29.762795040955847
6,0,5,-9.209392215549098
4,10,10,-5.902182198710053
7,5,9,-9.955295982149538
5,0,2,-0.9099228159612658
8,9,9,-1.0255279573298912
7,2,2,4.631640766302882
9,4,4,4.713044579550304
10,5,8,-4.06483790196038
6,6,10,-12.335774371985922
9,3,5,0.2351053022233885
9,1,1,7.911406409246999
3,4,0,11.144968133937203
0,2,1,1.0965514124619409
10,4,4,5.860726085022719
0,1,8,-21.3464503102457
2,8,6,-0.2127399110603294
3,5,6,-4.966780141821129
3,10,10,-6.651092117113668
7,0,4,-4.5405893388770275
4,2,9,-19.07565960012446
10,3,7,-4.9491588746461215
5,7,9,-7.701593014370445
8,2,4,-0.05072792993949851
5,8,3,12.0530925798856
0,7,8,-10.152734493380112
1,2,0,4.893938427593194
4,10,9,-2.6471936547419177
2,2,7,-15.134661303345517
6,6,5,2.708572692186269
2,8,5,2.9679908808146074
0,3,6,-12.042427971814405
10,2,1,10.822192739368422
9,8,1,21.384947799304737
2,3,8,-15.894335996484473
9,0,1,6.237033660394085
5,5,6,-2.8722355148859124
7,0,0,6.993989873261935
8,1,8,-13.625265635382448
1,5,8,-12.945115407664685
4,4,8,-11.939332523414505
10,1,5,-3.064222731912344
10,6,3,13.050068144574025
9,8,7,4.1767468351262105
3,7,6,-0.876693452515185
2,7,3,7.216702785058058
8,2,4,0.08314794790253757
2,9,5,5.50384149759527
0,1,2,-3.7942421880848896
4,6,8,-8.234554586356861
0,7,4,2.18945275097834
6,9,9,-2.952579715384845
10,0,6,-8.292353650018892
8,6,6,2.4639478591128934
4,4,10,-18.338447206978625
0,7,7,-7.114912966377156
3,8,9,-7.880293168368994
7,5,2,11.3518614417173
8,6,2,14.06790986585591
8,2,2,6.077061577306239
2,3,1,5.209130755890046
9,4,9,-9.993388062534745
4,2,1,4.754617945499284
5,9,3,13.962192049371794
7,3,2,6.801907203647807
0,2,1,0.9007362093017678
3,8,1,16.21696899486289
8,6,3,10.95823400440155
9,0,2,3.011253506797759
10,7,2,18.257934902272723
5,10,6,6.91021989512067
10,6,10,-8.189142638804023
0,10,5,4.925952051804603
3,4,10,-19.154758685374546
4,0,4,-8.055034926550638
1,5,9,-15.587731879327105
3,4,6,-6.8991161763433695
5,5,5,-0.018568586142820365
1,5,4,-0.564759980049644
4,5,2,8.040156602332283
1,3,10,-22.680533032216484
10,3,6,-2.1268851572274645
3,1,6,-12.933101578569811
5,9,0,22.870982096822992
10,2,3,4.7349116678269345
1,10,0,21.184339341072082
10,7,10,-6.291769754891333
8,7,1,18.734226140436654
9,1,4,-0.9394446061915
1,9,4,7.126908713983934
3,8,0,19.00349350532283
6,5,1,13.36635436232066
5,8,10,-9.129065614557812
0,4,3,-1.2968717940432246
4,0,6,-14.048582873359866
9,10,7,7.960531220658286
1,8,3,8.049046838261633
8,0,8,-16.28684079667933
4,6,3,7.129005973830118
1,5,3,1.8762505985785156
3,1,2,-1.1685389510946607
8,9,6,8.07367781118869
8,10,1,25.1670492887856
0,3,0,5.909422042124952
9,9,5,11.950003072612812
2,9,8,-4.264057469940487
6,5,10,-14.001138654213442
7,1,1,5.858804253220588
5,6,3,8.409935276405234
3,7,7,-4.162548126012832
3,4,8,-12.817262001171576
4,1,3,-3.2161435935855085
0,2,7,-17.049471621375638
4,10,8,0.11657718245820564
10,3,2,9.960298750650905
3,10,8,-0.8975370415525614
9,1,0,11.164810261435843
10,4,0,18.025217272551046
6,3,0,11.967550069754038
7,5,2,10.5578447085437
5,6,5,2.4137865138969623
4,0,2,-2.08534960091121
5,2,0,8.993868347344895
8,0,8,-15.912490980054502
1,1,8,-21.07642548125677
9,9,4,15.01751214406608
9,1,0,10.72912164523022
8,0,10,-21.888788995137038
9,5,10,-10.9613439018645
1,7,7,-6.24291986390481
6,10,3,17.237785404990788
9,3,7,-6.013381070243664
8,10,9,0.9146545019876222
10,10,9,3.2278127233864207
5,9,7,2.1358309717995434
4,1,7,-15.070440032705031
9,1,2,5.192696044806362
0,10,5,4.894489569748274
2,5,1,8.856079660194645
7,9,5,9.977343631382274
0,0,9,-27.02379577310518
1,9,4,7.036166707453808
6,3,3,3.334512435508603
1,8,4,5.185536352335432
10,7,10,-6.01900723674132
4,8,1,17.15117105391026
7,5,5,1.6808515619481403
3,10,3,13.944742584095458
2,10,8,-2.0963293510924657
10,6,2,16.466575865662435
8,3,8,-10.197230270862596
10,5,5,5.058958060670695
7,1,8,-15.031138737873073
5,9,1,19.954928359038682
3,2,0,6.477320511111023
5,7,8,-4.949594990133179
10,0,2,4.460313408941953
8,1,7,-10.951226320979487
10,2,8,-10.11158335218786
3,0,0,2.766354841458208
3,8,4,6.982063340907256
0,6,5,-2.7972384891963644
0,0,4,-12.169811771932661
1,5,8,-13.08237679072621
6,3,1,9.053039061170812
5,1,0,6.915488633100404
10,1,2,6.078777792388049
2,5,5,-3.248520152707481
4,10,10,-5.981140228926305
4,2,3,-1.1264283107863622
6,2,1,7.249819708753755
7,6,3,9.740380855206215
9,8,10,-5.033788822129379
2,8,7,-2.777865367957866
4,9,2,16.177341860222757
9,5,10,-10.982270681308359
5,7,7,-2.265192263688336
2,4,8,-14.23273782910854
2,4,6,-7.601868999053746
6,4,7,-7.012311819677178
3,5,7,-8.383049593344076
10,0,8,-13.879275206100356
3,6,7,-6.1074574482143
1,1,10,-27.225340016869932
5,5,6,-2.8475145198242187
2,5,3,3.3030355912147478
3,5,6,-4.498504864246701
1,1,6,-14.973342973332993
3,6,2,8.835846807377196
10,8,9,-1.0340431625789566
6,3,0,11.575145639891774
7,6,5,3.7544007627629297
2,7,0,16.18266667757207
9,3,0,14.741034692115791
4,7,10,-11.849415989764376
10,2,0,13.668398644852557
8,9,10,-4.042334808226676
8,2,3,2.993680719293792
4,0,10,-25.868836991013954
7,6,10,-10.94521790380099
1,6,1,10.031068291181942
1,1,4,-8.942621087428172
5,8,3,12.128699623282724
6,4,8,-9.814507389100093
9,10,0,28.992052726514437
4,6,7,-5.198326394049073
3,10,8,-1.1296693767544062
0,4,4,-4.259026208681017
9,8,5,10.32213461667674
3,0,0,2.796916311807722
4,10,8,-0.020073486803732485
6,3,0,11.817821803883428
3,4,9,-15.5921761090917
9,0,2,3.1227398244510005
6,3,6,-5.766597252127323
3,9,2,14.953030399887869
8,3,1,11.188078502572495
9,5,3,10.0889720875504
8,8,5,9.32865635666819
7,6,5,4.076359758560735
9,3,0,14.972250898838134
2,5,3,2.7403779174177614
3,7,10,-13.084176269184573
10,1,5,-3.216566274477363
9,8,6,7.062531274388188
6,5,6,-2.136217766460511
1,4,8,-14.652970536115044
3,0,3,-6.0150843761297965
7,9,6,7.1864667579145545
7,9,0,25.057866779191066
5,2,8,-14.920349171721384
0,2,10,-26.11949414627374
1,2,3,-4.290818489023261
3,6,6,-2.7718848888306673
10,0,8,-13.864969946162207
5,5,7,-6.1107249719807974
4,10,6,6.00194894915571
3,9,4,9.07575808608821
9,10,7,8.071918344203596
8,5,2,12.200590965243956
9,1,3,1.9724549152901567
7,8,1,20.234280002965995
2,3,8,-16.145403720825666
2,0,3,-6.987854380742826
5,9,7,1.800881178855329
0,4,4,-3.9750726302766766
3,9,8,-2.7564029841124853
4,5,0,14.107160978776298
10,3,2,9.9308869323568
8,10,9,0.9200413287739684
6,8,10,-8.151702165597486
7,1,4,-2.992691550392523
2,2,6,-12.173800134719437
6,4,8,-10.280056659481609
5,0,3,-4.003166777142628
7,3,7,-7.86582248236798
7,10,1,23.883272125563018
5,5,10,-15.04215050098114
2,9,3,10.781592771582558
6,5,2,10.488724944121245
5,1,5,-8.365813080951785
8,6,2,13.991875672813626
7,0,1,4.240953954072601
10,6,3,12.811898070564226
7,4,3,6.18328443588737
9,3,3,6.244478619835164
10,10,8,6.141032714303737
4,2,8,-16.01296367939682
0,0,5,-14.963787906177982
0,6,2,6.218449828547358
5,6,4,5.040641487064312
7,1,10,-20.99755733102521
4,6,0,15.650377534240683
10,7,9,-3.086666803567019
10,3,8,-8.025317224505752
1,8,10,-13.242761455793234
2,3,8,-16.050315794533397
5,10,3,15.977119766208848
10,2,4,1.7560268024494008
1,0,2,-4.542755216660074
9,8,5,10.11834593284936
6,0,4,-6.325512182956553
8,9,1,22.94319476773494
7,6,2,13.027380915774762
2,9,7,-0.8842553994544065
8,2,4,-0.38117960894148506
3,5,9,-13.830445259467988
5,3,7,-10.164354893711707
2,0,7,-19.227986330672966
4,7,9,-8.961209195863699
5,5,1,12.036993622707483
1,0,7,-19.77873199077612
2,2,4,-6.1610720741842195
5,1,5,-7.982763863605691
0,10,8,-3.699246111180606
6,1,1,4.81741329874426
7,5,6,-0.6897075685640909
7,6,0,18.91056532553323
7,1,6,-9.011672481592536
9,7,6,5.138487844166778
6,1,2,2.1244984104043914
7,7,2,15.017426873760426
5,5,7,-6.054196793012231
2,9,3,10.831050781888264
5,0,5,-10.058729877116235
10,2,5,-1.2215590371148792
0,4,8,-16.034607776454767
3,7,2,10.883602112913145
8,7,2,16.169949863312798
8,3,2,8.13712219269843
9,10,7,7.825400254513068
2,2,5,-9.048024620877328
0,0,4,-11.853616548245125
6,7,5,5.066328803570061
2,3,1,5.086783053884122
2,7,10,-13.820218192970591
8,6,10,-10.015974674657976
8,9,0,25.741102348266885
1,4,1,6.040824415615361
5,1,4,-5.253539732486075
2,9,2,13.63035324060358
0,10,2,13.963657386680811
3,5,5,-1.8506340508007522
3,4,3,2.093839265931596
4,4,2,5.735832516780533
1,5,10,-18.910832454704657
10,9,1,25.015089994666532
5,5,0,15.286998194843388
9,8,9,-2.1136336375636975
7,3,9,-13.836029350647536
5,5,0,15.088507165848897
0,1,10,-28.23708385526707
2,1,8,-19.827031200903615
1,7,2,9.090035314100922
1,0,9,-25.994551144025667
5,2,10,-21.09449177085298
9,6,4,8.746257555938637
1,6,2,7.12276739290336
7,7,8,-3.0488159551877194
2,7,4,4.213214040891596
2,4,9,-17.11873179549874
7,4,8,-8.762162685699579
4,6,9,-11.1594689269016
10,1,1,9.296699699563021
5,4,7,-8.25282144266799
0,2,10,-26.04292697124309
1,1,8,-21.22730610854888
7,10,5,12.089386251370037
4,4,7,-9.123628002886237
4,5,10,-16.23651333653417
9,6,5,5.6821767005679895
8,9,0,26.039733855201305
2,10,8,-1.8111863775319976
7,5,4,5.431883382619608
1,1,5,-11.726821656267173
6,5,7,-4.872106174057316
5,8,5,6.169700888641435
9,10,4,17.087045359292105
4,0,5,-10.773084308548594
5,10,4,12.944352987246402
2,8,9,-8.649994073926282
9,9,4,14.770563477582956
0,7,9,-13.009794214055281
4,1,1,3.2078725853239716
9,6,7,-0.1598469039646084
9,6,1,17.87683895994553
2,4,10,-19.92041974305349
10,6,0,21.947084057494674
5,1,6,-10.909617115921902
10,0,1,7.057447779778515
9,2,9,-14.113414978793553
3,2,5,-8.098702539525233
6,9,5,8.970357738099201
1,9,9,-8.038597190261685
7,7,2,14.821938888203306
10,7,10,-6.113656501654854
6,6,7,-3.1882047218776486
3,2,4,-5.069242053653496
2,3,1,4.408992207536075
1,9,3,10.025265076522118
6,1,8,-15.851500771627771
0,10,2,13.800030707973248
6,4,6,-3.9955690030727546
8,0,3,-1.2634851078867058
2,1,0,3.2140817326541278
10,0,2,3.786107478830497
3,6,9,-12.24372806142432
2,6,0,13.887664636119492
2,4,1,7.543318296232201
10,5,8,-3.6812408484405363
9,0,2,3.1553125462894216
9,7,5,8.155567876486954
6,6,9,-8.75288806576267
3,5,4,0.6899143518605705
2,0,7,-19.194561846194787
9,5,9,-8.195401470856822
0,3,4,-6.071011159318038
8,2,7,-9.131512108329034
6,5,7,-4.957401017673678
7,4,9,-12.1387240323641
5,0,10,-25.021549792691133
7,0,9,-20.192897771913433
7,5,10,-13.244414267841464
7,9,5,10.015659130956019
2,3,7,-13.005505576046929
0,0,9,-26.905986182870695
7,5,1,13.923519216563536
5,6,3,7.766778604181912
10,2,9,-13.048563455132491
3,9,6,2.8351562148107066
4,4,1,8.848912939137755
2,6,4,1.9634617741210083
7,9,2,19.033468065921785
9,2,1,9.624881333211867
10,3,6,-1.6899910829086193
10,9,6,10.141888575865254
2,3,6,-9.897926006946303
6,1,5,-6.960717128841386
9,1,3,2.452330268111194
6,0,3,-2.9654373648030683
2,0,5,-13.021001491432838
5,5,7,-6.00766173647244
7,7,8,-3.0543993266528897
6,8,9,-4.924744085881944
8,1,10,-20.134135859173224
5,2,4,-3.1187350696873017
7,10,7,6.395671472542789
5,0,4,-6.95276854397561
4,8,6,2.107574816444035
2,1,0,4.018091460658146
10,8,0,26.181508190951458
7,9,6,7.20246273524922
4,0,1,1.2164717889881596
2,3,1,5.143037971017035
0,4,3,-1.2021203163811842
2,0,6,-16.02200188765888
2,2,5,-8.795566088391489
10,0,5,-4.617724231463224
5,8,10,-9.041787151408464
1,6,2,6.984141661765523
7,2,8,-12.645729348137321
9,3,6,-3.1224492249874047
5,8,6,3.064073133986392
2,7,3,7.068224435982358
1,10,10,-9.326481406670379
6,5,10,-13.862324467659223
1,3,9,-20.09614809418304
1,9,0,19.08600890688735
10,9,8,3.5951553893583688
3,10,1,19.7424308388544
10,8,5,11.22081223865436
0,4,9,-19.07703814934302
3,10,7,2.006726665659252
3,9,1,18.03948531584867
0,10,6,2.001580969276382
0,9,4,6.3522230837052085
4,9,4,9.881779783528131
10,9,3,18.930088417704287
8,6,2,13.916381968149416
0,4,0,7.9453770410730264
8,6,5,4.718241084003827
5,8,9,-6.007084436656105
7,2,1,7.682429686882724
6,8,3,12.676378241226786
4,2,3,-0.9356066069302078
6,4,10,-15.641914265297311
6,5,2,10.06614783033754
0,0,10,-29.765949747348
9,4,1,13.951672857166415
4,9,2,15.994666010713752
2,10,8,-1.9378246880560581
6,3,2,6.010533317330148
9,2,10,-17.337904795729226
1,10,1,18.152156046084844
6,1,4,-3.7513944947650715
2,3,2,1.9579030353297355
4,6,4,3.928241010536021
6,3,8,-12.152705377006052
10,2,4,1.7103362732470813
1,10,8,-3.3061354422854565
7,1,9,-17.74279757621276
6,2,9,-16.86567027225096
10,1,2,5.887959812829701
3,5,9,-13.728915028867167
8,2,9,-14.782049790223791
0,0,4,-11.953229433671561
2,2,9,-21.394369913643736
3,4,4,-0.8854548484980532
6,5,5,0.6616781697342353
10,8,6,8.052675496509561
6,0,1,3.050098615989788
1,3,0,6.7380629334360185
3,3,5,-5.686786378537753
0,1,7,-18.87855544650773
2,6,4,1.969571862306786
2,7,7,-5.304847502954432
8,1,2,3.825063493940655
7,2,6,-7.322675865705153
0,1,7,-19.39676352320145
10,9,0,28.178169081009635
9,4,5,2.0378878042754196
9,4,9,-10.083062776243723
6,3,9,-15.185708739158095
7,5,9,-9.975982657890897
0,9,1,14.760223289765193
6,2,10,-20.019687021350922
2,2,6,-11.897628010882674
7,10,6,8.766890900634454
3,9,1,18.15194822876747
6,7,5,5.148841161419149
3,0,5,-12.215749526830267
7,6,6,1.0442036585455698
6,0,3,-3.311835957026067
0,4,5,-7.2645012920176155
4,10,8,-0.13859668246767473
7,3,8,-11.208114183599227
5,4,0,13.042924547790001
0,1,2,-4.377554229054318
5,5,0,14.88637287148844
2,9,6,2.0875021188843235
10,9,5,12.746403560983032
8,0,7,-13.10829899079191
9,8,3,15.874334986567467
5,5,4,3.24893195746387
1,0,8,-23.17751088391897
3,0,1,-0.03724134389886308
7,4,7,-6.140940515334485
0,5,4,-2.0541185228504255
2,1,0,4.0273851700322405
9,3,8,-9.309694570143748
2,0,1,-0.9034272905146077
8,5,0,17.888654461541307
9,0,6,-9.181915146364206
9,6,0,21.02378635166438
9,10,5,14.34108302014028
5,9,10,-7.417280792792354
1,0,9,-26.233231468506645
9,5,3,10.112540897197484
1,3,1,4.339954129374541
2,9,6,2.0101240418588286
0,9,5,3.1588956044641696
5,0,2,-0.7912029914272751
1,7,8,-9.166494564438812
7,2,0,11.229657266278412
0,10,1,16.860634880452558
6,4,10,-15.8276398270286
6,5,1,12.683397607458051
8,6,7,-0.7960352861014381
8,3,2,8.046323026342705
8,6,5,4.850265696997146
2,4,7,-11.258408362575874
2,6,6,-4.180589823175047
0,4,1,5.1076967941049904
9,2,0,12.71425103415488
7,1,9,-18.162573837010164
3,2,6,-11.171677913455106
2,3,1,5.156314224695482
4,9,7,1.2320817390074006
5,5,3,6.095942897764315
4,9,10,-7.561154502834358
1,10,5,5.975988859093648
0,2,8,-20.17065052368127
1,2,1,2.0144055374886256
0,0,6,-18.082501894817312
0,3,5,-8.747515978823378
4,9,1,19.24352767622639
0,1,8,-21.865702204493836
10,6,8,-2.0206647330357614
6,5,0,16.266745756000706
8,7,10,-8.118498593838035
6,9,5,9.074789740740526
0,10,10,-9.960325371282266
7,5,1,13.735162374195584
8,3,10,-16.332339886859785
8,6,1,17.14872039361017
7,2,0,10.84777689889291
7,6,2,12.810510373013306
7,8,8,-1.0539958734788841
7,6,1,16.009555169875295
0,4,3,-0.901452963924325
0,4,6,-9.85117006511982
